q_hip,q_thigh,q_calf,determinant,condition_number,rank,fd_jacobian_error,fd_spatial_jacobian_error,fd_body_jacobian_error,spatial_to_point_jacobian_error
-0.025688676546712252,-0.22128362479085617,-1.912189765422038,-0.0033331709377989764,3.3994660658714393,3,2.50135714787263e-11,1.0949964382114286e-10,7.193684446799425e-11,1.3904866443919908e-17
-0.6608748434726884,1.5669802618360533,-1.7355869329243498,-0.0078098298328582545,2.5539337704662097,3,2.924331668030323e-11,1.330677472382838e-10,1.4748161470544522e-10,3.469446951953614e-18
-0.180579471702079,1.534736105660142,-1.683586924246764,-0.00814785300627065,2.6397736796121944,3,4.6330892120956974e-11,1.119159978587511e-10,1.157628039950434e-10,2.797157557069881e-17
0.03433554458708765,-0.10215095580977984,-2.305169794768414,-0.0014991583866669727,5.071608339723015,3,2.9943977042915485e-11,1.2983083423176374e-10,1.1691256529410217e-10,2.778266744796019e-17
-0.3761673741694544,4.186082825200317,-1.803500721967525,0.009558118014862192,2.316539791014773,3,5.776776530863704e-11,1.8745707411280815e-10,2.148826686326323e-10,3.6880726988814706e-17
0.33284570358659515,0.014797079207635067,-1.770439170407604,-0.006399087003595265,2.4339188032584835,3,2.4573605825665666e-11,8.426060959391997e-11,8.12718866396023e-11,0.0
-0.10024883396284257,0.012927310643627177,-2.3058623536799647,-0.0020112821132196464,3.786076969694627,3,3.6910079950096044e-11,1.479270342398695e-10,1.4737968055040134e-10,4.166948782366562e-17
-0.41650689857558126,2.820173517826828,-1.3718649349985397,0.006482434350703058,3.346748980883455,3,5.449054132577336e-11,1.945312947612552e-10,1.8975483775339366e-10,4.163336342344337e-17
0.5898255054891665,0.715357573014384,-1.7728673641119421,-0.009764410739913404,2.4050085853457968,3,2.650142635622552e-11,9.250080349024395e-11,7.344010554142278e-11,3.94053425015214e-17
0.36367786680440994,1.8903301000278296,-1.164657411937086,-0.003189043068894202,5.1122249436401574,3,3.84674512276499e-11,1.0583293305486861e-10,1.0997225325569716e-10,5.763878168445254e-17
-0.7679652391062454,2.598094462562381,-2.4630948384708935,-0.0006778165774597058,9.39961080424562,3,5.074033307854773e-11,1.6468342940731185e-10,1.83476704070445e-10,1.993045536433795e-17
0.025776294825885615,1.007912458114657,-1.8913458305520607,-0.00886901502268745,2.2009338123201396,3,3.679464374036865e-11,1.791849216541228e-10,1.4306022120347535e-10,2.775748137433345e-17
0.42989747259615363,-0.5728382845669748,-2.6092368265479937,0.000644869871694909,8.414411844000526,3,4.625596112556266e-11,1.369217867343362e-10,1.3163133787727212e-10,3.942681485394671e-17
0.7029937280622737,1.4987328810660463,-1.9647569812955512,-0.007131298451337589,2.1650415183620053,3,3.61036234816387e-11,1.466781138051738e-10,1.2389158960286867e-10,1.5515838457795457e-17
-0.5583680719551156,1.586978164594473,-1.5104793110298576,-0.007832883857454296,3.054476979535755,3,3.768495424446098e-11,1.2585230257736277e-10,1.2815128832553066e-10,3.469446951953614e-18
0.6332739175022187,0.998151749545027,-2.4663858662168887,-0.0032214983958085,2.1217558066641593,3,3.506726067911741e-11,1.7548041148685724e-10,1.8322086324853707e-10,3.768784066493577e-17
0.41257708904997015,0.5481157758453277,-1.4247797121078773,-0.011818692209723898,3.161888661564141,3,2.7993493797393346e-11,1.3760050641940532e-10,1.4422734395404205e-10,3.1986720415755645e-17
0.483369469157343,3.995867392231051,-2.3923712137519084,0.0037565559976017455,2.017616561358145,3,3.531035604837054e-11,1.7503779266823506e-10,1.7352180911824225e-10,3.453145623158873e-17
-0.3809112214884472,0.9836390686640111,-1.2397340221070567,-0.011510146850117897,3.7383687844946647,3,6.771940164585815e-11,1.485873018401134e-10,1.5430289283089402e-10,6.245004513516506e-17
-0.1033552964101071,1.228385569998057,-1.2033474338788006,-0.009970401757935968,3.922950254252989,3,4.870831892187611e-11,1.3244404838246e-10,1.3932256802973487e-10,2.798523023373846e-17
-0.6108904134014211,-0.47755872884656314,-2.5338464236576805,0.000472428733666491,12.399305357625222,3,5.5294940070114206e-11,1.854198065142544e-10,1.742050407427041e-10,1.5222136723669557e-17
0.015899475231600402,0.055705249256101874,-2.0571771273273547,-0.004108719268960041,2.4595433368657305,3,4.089118065122592e-11,1.369899917652403e-10,1.3626160654960588e-10,4.163562211670007e-17
-0.010518694373803927,1.7244470352758392,-1.999114927951376,-0.00589076371491734,2.275706751151494,3,4.167465837666569e-11,1.1145865714064627e-10,1.0789117498941966e-10,3.925231146709438e-17
-0.5809681288256703,3.2352061361150053,-1.1550687828737976,0.010855092560453807,4.107206406379448,3,5.267603579096444e-11,1.589772751575137e-10,1.739867266294567e-10,4.163336342344337e-17
0.10386831565796051,0.4626063669442255,-0.9172899500955345,-0.011390374963994277,5.264026195448162,3,2.4025284321641683e-11,9.27383012999024e-11,6.675005611672716e-11,7.975543286019848e-17
-0.6111358226238688,3.5684849415419384,-1.5797312623440367,0.01052879057256633,2.7966231704211526,3,5.370973977331822e-11,1.755314550353799e-10,1.7400906024318924e-10,1.5515838457795457e-17
